device_id,temperature,pressure,vibration,load,failure
38,60.412874555874396,21.514519283552723,4.675698114679797,0.33051008180419306,1
28,70.37158898658242,35.20833366541675,5.0754980089994035,0.40823021310325314,1
14,63.344385148485216,21.01861716611232,6.021363234899671,0.9978485195589413,1
42,74.78071898356444,28.296979611281166,5.911213103795377,0.7751346991962201,1
7,50.06410484405964,28.87846586028177,4.449906708143923,0.877407955988225,1
20,61.35924567218348,29.652724310744905,5.486031602287086,0.3685745642456141,1
38,60.844667863899474,30.1790130001792,3.8721437538542443,0.23956044000617682,1
18,49.3074550624492,30.690737781837875,5.450414161315705,0.7679904683224461,1
22,69.56295002091346,17.923183689607352,5.148495305801106,0.8075760942571126,1
10,83.24673305852818,30.073279549350634,5.378979362363431,0.5498984459741876,1
10,59.82993925516169,18.852122129440616,4.702555245355767,0.8959415146473043,1
23,65.05021088273767,33.661090365454974,7.08407127365249,0.9673252567953258,1
35,60.84518475815327,27.22437422098194,4.098700292379686,0.4710206784313101,1
39,52.864153300928244,19.21481637388325,5.971551710968462,0.22266666778073219,0
23,41.79239722197984,25.92897661307312,3.9683016802316686,0.5171131070513137,0
2,52.94226516904635,27.14962330407673,5.504344174629321,0.9895332236756368,1
21,46.08041619048269,35.953498087775024,5.575789977251783,0.29292685968307997,1
1,77.04102078059118,30.983188708751225,5.054975871562285,0.617599323732801,1
23,58.84890306076761,31.7222247217529,4.504675589456296,0.6939836640699472,1
43,56.54080670952829,35.90610817110301,5.141134890745299,0.213928794345277,1
29,68.89153824787806,29.519278560377554,5.267010333430174,0.5884591228221657,1
37,48.78248897144112,33.770939805162016,6.789936486306282,0.3145070059691154,1
1,52.331359619954476,33.41930556965996,4.127659714699704,0.8542096090867421,1
20,60.68072269248621,23.567652532152938,4.444086503685998,0.7147535707060442,1
32,70.2876899142348,37.36491788814915,5.284735557069336,0.8262664274789908,1
11,65.01685045168789,22.898491099646527,4.743946209604748,0.19968239459195536,1
21,62.48325142515882,34.58683324738924,4.8999589622694,0.03457470568556764,1
43,60.78117735236016,22.414634815471835,6.070351835363761,0.8505256848098749,1
24,64.00235855526775,33.00618394075837,2.179733496570765,0.38675420041642994,1
48,62.016529051292544,39.30957439075087,4.4020506549821885,0.17972241191214866,1
26,49.70027725223064,28.935106717248942,3.2576307737487507,0.09189536526730491,0
41,60.46079221633151,28.71822178573427,3.8041835630959295,0.5165008060570913,1
27,49.26311341082247,33.05219999658425,7.40462449207247,0.15012795261194578,1
15,60.81082542900824,28.353017720187285,5.598168133952756,0.5666920244412568,1
14,55.19352058511758,39.091393518714106,5.951564925058104,0.7273065425127446,1
46,85.39381622782861,30.96096124729348,4.919470350213569,0.5350581715162521,1
43,59.601056162482884,28.39915245889637,5.75871382483191,0.903699782688481,1
2,45.95760433738411,27.298572360521582,3.233435492479751,0.1555696243356378,0
36,58.658197893230756,25.335257649134896,6.038298411769601,0.493953473250499,1
6,65.19358745637888,26.86122506621255,4.1801558814401005,0.16319045938663224,1
20,76.73363946152523,28.246633031707017,4.468684180674087,0.8759019264465465,1
8,54.10547600061282,27.561804632507098,5.5051510704546525,0.9322392763511381,1
38,44.1757202597636,26.70912362931448,5.316446758582215,0.39999588164284783,0
17,68.16837011430981,40.4942061517622,5.084620048393549,0.30574825784867465,1
3,46.19401294100349,24.84952461755255,3.6369038464196812,0.27931609542924873,0
24,55.63844558492515,30.733162938230873,5.099813668821642,0.8597273459907343,1
13,57.42379514489006,32.96260504880436,5.960561353483229,0.6824419246266452,1
49,59.30366546699892,33.15053997791866,4.4675129039002055,0.8805930546538343,1
8,66.89164457074335,29.70696462108764,6.3149370453402955,0.11751682948378306,1
25,53.16365717713612,28.796487140763453,4.127308064085991,0.47602792786407,1
1,57.262707478332395,32.25773745619753,5.006547891718374,0.6761790944650958,1
19,59.857296470506114,31.332608249891003,6.535327733376613,0.897090760752795,1
27,61.49597957518788,28.705205826162434,4.318600087300391,0.38201921391298865,1
46,60.978271747079226,22.190607141377846,6.053985483377074,0.3130900727102779,1
6,64.3600577522258,27.66038138833376,6.974652362221809,0.9129657091858457,1
43,68.43839509641737,24.26724918146271,5.17104406892415,0.04753326983016248,1
7,63.92634115650968,26.664202249668367,4.472983012616693,0.4795954898555801,1
46,64.53585523509219,30.1661161925848,4.227261197049977,0.45862656060658313,1
34,44.17776833253522,31.79368071998308,6.304602703347325,0.14605641389081214,1
13,60.50227699165681,38.902263756462034,6.276694199339649,0.3949501111813781,1
16,64.79507548001608,27.31296810548093,6.449309122868676,0.7225997399834834,1
35,67.2894119457045,33.87312817637575,4.967161649344053,0.36686844455425394,1
49,53.07649225766206,31.529800122189183,6.037806941527105,0.3096604796097795,1
39,53.40960725111355,36.47998835319895,4.95116060887393,0.7818954979063462,1
3,54.258993247164014,32.88114359797813,4.1169448783916405,0.9887154110274019,1
1,65.36413899891343,24.95759286356842,6.124176785112353,0.7793523739302797,1
5,70.33881054924208,21.384769853543844,6.633870278278205,0.8463432881590819,1
41,55.92539892708398,31.556308498337525,3.9793980272186804,0.939500749812513,1
3,69.07962313627048,27.357745010498046,3.9605690370993303,0.8017724660760315,1
28,61.23479809164594,25.098431270247012,5.039981934230124,0.980354289816708,1
17,58.757142228375635,23.662111477334612,5.956128605741,0.7472842547570616,1
25,57.88615770182031,30.804877487935777,3.8661808062460468,0.6615225511672419,1
43,67.46611364602157,37.53853849656682,5.227015736955906,0.6933485492496247,1
33,63.2557781678707,27.956638271469792,4.409573045940248,0.900081826774984,1
9,82.75825427647638,32.95135155537661,5.700829099825002,0.6830081508617984,1
35,51.477753570026756,29.488668248912038,4.20211317850411,0.7612051709476738,1
13,65.18101702029976,23.553089554483037,5.771803000274179,0.21600993369706023,1
30,54.70798990188487,33.674056717552084,4.841785189182292,0.9126496129348101,1
47,51.30713013011356,24.526539779863143,4.062859476318957,0.44721324217921077,1
14,59.89132862965028,30.108133152967824,5.063689955426889,0.16106733091280478,1
7,61.37352479407036,28.292397924973475,3.0620266855116474,0.7997871914274612,1
13,89.18173555060093,34.46538717282846,4.440905427895061,0.35639301763297415,1
22,58.15854184316798,24.709245037646568,5.3374010703246615,0.18411914296162124,1
39,48.69821270515317,31.954349539009797,3.2282452209681045,0.25625115917059504,1
20,62.73010717494385,25.801012963256497,2.4288631468945887,0.03494898039047023,0
15,39.25359962453632,27.444473938356076,2.6606326801868327,0.090622982893385,0
44,59.08043217395734,11.82399886229949,6.32712855550037,0.5926247353861251,1
17,60.160252822951605,40.460492858089545,4.92324098723727,0.8662178280944557,1
46,67.94600382945211,32.752784664131156,4.467534605992813,0.44853041339882616,1
23,69.73622249427846,26.16326257030918,5.945154735666829,0.6260581422997227,1
25,54.96430381092283,24.37672155833503,4.595550317530889,0.8097331012292842,1
24,58.49385985370067,27.5217562356033,5.268461899866732,0.35676891045806935,1
